#EXPORTTYPE:DATA SINGLE
#FILE:2023-12-25_PB2_Astr_0.05%_liquid_v3_25-215_10Kmin_100mlmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:PB2_Astr_0.05%_liquid_v2
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:25.12.2023 14:32
#CORR. FILE:
#TEMPCAL:17-12-2021 14:14
#SENSITIVITY:17-12-2021 14:01
#LABORATORY:
#OPERATOR:SitnikovaV
#REMARK:
#SAMPLE:PB2_Astr_0.05%_liquid_v2
#SAMPLE MASS /mg:22,252
#MATERIAL:
#REFERENCE:ÏÂÑ ïîðîøîê
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Concavus Al, closed
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#PURGE 1 MFC:OXYGEN,252,5 ml/min
#PURGE 2 MFC:NITROGEN,250,0 ml/min
#PROTECTIVE MFC:NITROGEN,250,0 ml/min
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:25°C/10.0(K/min)/215°C
#SEGMENT:S1/1
#SEG. 1:25°C/10.0(K/min)/215°C

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
 54.93667; 3.00800;      0.44686;3.45177
 55.93667; 3.10748;      0.44703;3.45152
 56.93667; 3.20703;      0.44727;3.45124
 57.93667; 3.30658;      0.44772;3.45093
 58.93667; 3.40613;      0.44803;3.45061
 59.93667; 3.50569;      0.44852;3.45025
 60.93667; 3.60522;      0.44894;3.44987
 61.93667; 3.70471;      0.44950;3.44947
 62.93667; 3.80416;      0.45031;3.44904
 63.93667; 3.90361;      0.45104;3.44859
 64.93667; 4.00307;      0.45152;3.44811
 65.93667; 4.10257;      0.45203;3.44761
 66.93667; 4.20213;      0.45228;3.44708
 67.93667; 4.30171;      0.45253;3.44653
 68.93667; 4.40129;      0.45283;3.44596
 69.93667; 4.50088;      0.45329;3.44536
 70.93667; 4.60050;      0.45351;3.44474
 71.93667; 4.70014;      0.45378;3.44409
 72.93667; 4.79983;      0.45423;3.44342
 73.93667; 4.89954;      0.45455;3.44273
 74.93667; 4.99929;      0.45496;3.44201
 75.93667; 5.09911;      0.45521;3.44127
 76.93667; 5.19900;      0.45545;3.44051
 77.93667; 5.29891;      0.45569;3.43972
 78.93667; 5.39874;      0.45604;3.43891
 79.93667; 5.49849;      0.45667;3.43807
 80.93667; 5.59822;      0.45721;3.43722
 81.93667; 5.69800;      0.45739;3.43634
 82.93667; 5.79781;      0.45764;3.43544
 83.93667; 5.89762;      0.45776;3.43451
 84.93667; 5.99740;      0.45809;3.43356
 85.93667; 6.09714;      0.45863;3.43259
 86.93667; 6.19684;      0.45881;3.43160
 87.93667; 6.29647;      0.45936;3.43059
 88.93667; 6.39611;      0.45959;3.42955
 89.93667; 6.49588;      0.45968;3.42849
 90.93667; 6.59578;      0.45945;3.42741
 91.93667; 6.69570;      0.45932;3.42631
 92.93667; 6.79566;      0.45919;3.42518
 93.93667; 6.89566;      0.45947;3.42404
 94.93667; 6.99566;      0.45954;3.42287
 95.93667; 7.09560;      0.45959;3.42168
 96.93667; 7.19553;      0.45992;3.42047
 97.93667; 7.29544;      0.45998;3.41924
 98.93667; 7.39529;      0.46034;3.41798
 99.93667; 7.49511;      0.46096;3.41671
100.93667; 7.59498;      0.46143;3.41541
101.93667; 7.69494;      0.46167;3.41410
102.93667; 7.79497;      0.46161;3.41276
103.93667; 7.89507;      0.46164;3.41140
104.93667; 7.99520;      0.46192;3.41003
105.93667; 8.09533;      0.46218;3.40863
106.93667; 8.19544;      0.46226;3.40721
107.93667; 8.29548;      0.46246;3.40577
108.93667; 8.39543;      0.46267;3.40431
109.93667; 8.49526;      0.46285;3.40283
110.93667; 8.59497;      0.46296;3.40134
111.93667; 8.69461;      0.46251;3.39982
112.93667; 8.79420;      0.46138;3.39828
113.93667; 8.89374;      0.45923;3.39672
114.93667; 8.99329;      0.45626;3.39515
115.93667; 9.09285;      0.45176;3.39355
116.93667; 9.19241;      0.44556;3.39193
117.93667; 9.29202;      0.43574;3.39030
118.93667; 9.39165;      0.42018;3.38865
119.93667; 9.49125;      0.39802;3.38698
120.93667; 9.59083;      0.38210;3.38529
121.93667; 9.69043;      0.37527;3.38358
122.93667; 9.79005;      0.37269;3.38185
123.93667; 9.88971;      0.37279;3.38010
124.93667; 9.98939;      0.37453;3.37834
125.93667;10.08906;      0.37671;3.37656
126.93667;10.18871;      0.37899;3.37476
127.93667;10.28836;      0.38027;3.37294
128.93667;10.38807;      0.38014;3.37110
129.93667;10.48792;      0.37795;3.36925
130.93667;10.58792;      0.37378;3.36738
131.93667;10.68799;      0.36742;3.36549
132.93667;10.78810;      0.35907;3.36359
133.93667;10.88820;      0.34859;3.36167
134.93667;10.98828;      0.33598;3.35973
135.93667;11.08835;      0.32082;3.35777
136.93667;11.18845;      0.30248;3.35580
137.93667;11.28859;      0.28070;3.35381
138.93667;11.38874;      0.25426;3.35180
139.93667;11.48893;      0.22250;3.34978
140.93667;11.58918;      0.18411;3.34774
141.93667;11.68945;      0.13763;3.34568
142.93667;11.78967; 8.033250e-02;3.34361
143.93667;11.88978; 8.535109e-03;3.34153
144.93667;11.98981;-8.202077e-02;3.33942
145.93667;12.08978;     -0.19144;3.33731
146.93667;12.18973;     -0.29838;3.33517
147.93667;12.28972;     -0.38813;3.33302
148.93667;12.38975;     -0.46852;3.33086
149.93667;12.48981;     -0.54713;3.32868
150.93667;12.58988;     -0.62398;3.32648
151.93667;12.68995;     -0.69605;3.32428
152.93667;12.78998;     -0.76116;3.32205
153.93667;12.89002;     -0.81694;3.31981
154.93667;12.99011;     -0.86145;3.31756
155.93667;13.09026;     -0.89366;3.31529
156.93667;13.19041;     -0.91191;3.31301
157.93667;13.29058;     -0.91732;3.31071
158.93667;13.39076;     -0.91080;3.30840
159.93667;13.49097;     -0.89427;3.30608
160.93667;13.59115;     -0.86936;3.30374
161.93667;13.69122;     -0.83755;3.30139
162.93667;13.79118;     -0.79982;3.29902
163.93667;13.89107;     -0.75775;3.29665
164.93667;13.99094;     -0.71156;3.29426
165.93667;14.09083;     -0.66333;3.29185
166.93667;14.19070;     -0.61497;3.28943
167.93667;14.29049;     -0.56877;3.28700
168.93667;14.39026;     -0.52677;3.28456
169.93667;14.49004;     -0.49104;3.28210
170.93667;14.58985;     -0.46241;3.27964
171.93667;14.68971;     -0.44038;3.27715
172.93667;14.78967;     -0.42350;3.27466
173.93667;14.88972;     -0.41116;3.27216
174.93667;14.98979;     -0.40163;3.26964
175.93667;15.08981;     -0.39381;3.26711
176.93667;15.18980;     -0.38738;3.26457
177.93667;15.28977;     -0.38054;3.26202
178.93667;15.38974;     -0.37298;3.25946
179.93667;15.48975;     -0.36405;3.25688
180.93667;15.58983;     -0.35277;3.25430
181.93667;15.68996;     -0.33889;3.25170
182.93667;15.79013;     -0.32188;3.24909
183.93667;15.89029;     -0.30170;3.24647
184.93667;15.99040;     -0.27818;3.24384
185.93667;16.09050;     -0.25110;3.24120
186.93667;16.19060;     -0.22093;3.23855
187.93667;16.29065;     -0.18786;3.23589
188.93667;16.39061;     -0.15187;3.23322
189.93667;16.49053;     -0.11346;3.23054
190.93667;16.59045;-7.328509e-02;3.22785
191.93667;16.69038;-3.131177e-02;3.22515
192.93667;16.79031; 1.156096e-02;3.22244
193.93667;16.89025; 5.530903e-02;3.21972
194.93667;16.99021; 9.900418e-02;3.21699
195.93667;17.09018;      0.14223;3.21426
196.93667;17.19015;      0.18541;3.21151
197.93667;17.29014;      0.22727;3.20875
198.93667;17.39011;      0.26740;3.20599
199.93667;17.49003;      0.30604;3.20321
200.93667;17.58994;      0.34267;3.20043
201.93667;17.68984;      0.37660;3.19764
202.93667;17.78974;      0.40805;3.19484
203.93667;17.88964;      0.43726;3.19203
204.93667;17.98957;      0.46343;3.18922
205.93667;18.08957;      0.48703;3.18639
206.93667;18.18963;      0.50788;3.18356
207.93667;18.28971;      0.52665;3.18072
208.93667;18.38974;      0.54369;3.17788
209.93667;18.48977;      0.55849;3.17502
210.93667;18.58979;      0.57143;3.17216
211.93667;18.68978;      0.58282;3.16929
212.93667;18.78974;      0.59289;3.16642
213.93667;18.88972;      0.60209;3.16353
214.93667;18.98967;      0.60998;3.16064

