#EXPORTTYPE:DATA SINGLE
#FILE:2023-12-26_PB2_Astr_0.05%_liquid_v1_25-225_15Kmin_100mlmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:PB2_Astr_0.05%_liquid_v1
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:26.12.2023 10:30
#CORR. FILE:
#TEMPCAL:17-12-2021 14:14
#SENSITIVITY:17-12-2021 14:01
#LABORATORY:
#OPERATOR:SitnikovaV
#REMARK:
#SAMPLE:PB2_Astr_0.05%_liquid_v1
#SAMPLE MASS /mg:30,878
#MATERIAL:
#REFERENCE:ÏÂÑ ïîðîøîê
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Concavus Al, closed
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#PURGE 1 MFC:OXYGEN,252,5 ml/min
#PURGE 2 MFC:NITROGEN,250,0 ml/min
#PROTECTIVE MFC:NITROGEN,250,0 ml/min
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:25°C/15.0(K/min)/225°C
#SEGMENT:S1/1
#SEG. 1:25°C/15.0(K/min)/225°C

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
187.25731;10.81148;     -0.51090;3.23770
188.25731;10.87825;     -0.49321;3.23504
189.25731;10.94501;     -0.47184;3.23236
190.25731;11.01177;     -0.44639;3.22968
191.25731;11.07853;     -0.41665;3.22699
192.25731;11.14529;     -0.38226;3.22428
193.25731;11.21203;     -0.34337;3.22157
194.25731;11.27874;     -0.30061;3.21885
195.25731;11.34546;     -0.25396;3.21612
196.25731;11.41218;     -0.20404;3.21338
197.25731;11.47890;     -0.15126;3.21063
198.25731;11.54560;-9.591175e-02;3.20787
199.25731;11.61229;-3.922856e-02;3.20510
200.25731;11.67899; 1.904667e-02;3.20232
201.25731;11.74569; 7.757076e-02;3.19954
202.25731;11.81240;      0.13612;3.19674
203.25731;11.87911;      0.19401;3.19394
204.25731;11.94581;      0.25091;3.19113
205.25731;12.01253;      0.30607;3.18831
206.25731;12.07925;      0.35950;3.18549
207.25731;12.14598;      0.41044;3.18265
208.25731;12.21271;      0.45878;3.17981
209.25731;12.27941;      0.50399;3.17696
210.25731;12.34608;      0.54642;3.17411
211.25731;12.41274;      0.58552;3.17124
212.25731;12.47941;      0.62112;3.16837
213.25731;12.54608;      0.65378;3.16549
214.25731;12.61275;      0.68312;3.16261
215.25731;12.67942;      0.70956;3.15972
216.25731;12.74607;      0.73316;3.15682
217.25731;12.81269;      0.75395;3.15391
218.25731;12.87929;      0.77244;3.15100
219.25731;12.94590;      0.78867;3.14808
220.25731;13.01253;      0.80306;3.14516
221.25731;13.07917;      0.81549;3.14223
222.25731;13.14583;      0.82639;3.13929
223.25731;13.21251;      0.83599;3.13635
224.25731;13.27922;      0.84436;3.13341

