#EXPORTTYPE:DATA SINGLE
#FILE:2023-12-26_PB2_Astr_0.05%_liquid_v1_25-225_5Kmin_100mlmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:PB2_Astr_0.05%_liquid
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:26.12.2023 12:12
#CORR. FILE:
#TEMPCAL:17-12-2021 14:12
#SENSITIVITY:17-12-2021 13:58
#LABORATORY:
#OPERATOR:SitnikovaV
#REMARK:
#SAMPLE:PB2_Astr_0.05%_liquid
#SAMPLE MASS /mg:44,360
#MATERIAL:
#REFERENCE:ÏÂÑ ïîðîøîê
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Concavus Al, closed
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#PURGE 1 MFC:OXYGEN,252,5 ml/min
#PURGE 2 MFC:NITROGEN,250,0 ml/min
#PROTECTIVE MFC:NITROGEN,250,0 ml/min
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:25°C/5.0(K/min)/225°C
#SEGMENT:S1/1
#SEG. 1:25°C/5.0(K/min)/225°C

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
119.93200;18.98144;      0.17952;3.39019
120.93200;19.18125;      0.17759;3.38849
121.93200;19.38111;      0.17543;3.38677
122.93200;19.58076;      0.17257;3.38503
123.93200;19.78013;      0.16827;3.38327
124.93200;19.97956;      0.16506;3.38150
125.93200;20.17954;      0.16093;3.37971
126.93200;20.38025;      0.15495;3.37790
127.93200;20.58124;      0.14801;3.37607
128.93200;20.78191;      0.14017;3.37422
129.93200;20.98209;      0.13114;3.37236
130.93200;21.18185;      0.11968;3.37048
131.93200;21.38135;      0.10589;3.36858
132.93200;21.58085; 8.897711e-02;3.36666
133.93200;21.78069; 6.767193e-02;3.36473
134.93200;21.98098; 4.072158e-02;3.36278
135.93200;22.18165; 6.786503e-03;3.36081
136.93200;22.38246;-3.677733e-02;3.35883
137.93200;22.58291;-9.316772e-02;3.35683
138.93200;22.78267;     -0.16384;3.35481
139.93200;22.98192;     -0.24320;3.35277
140.93200;23.18115;     -0.31435;3.35072
141.93200;23.38060;     -0.37203;3.34866
142.93200;23.58031;     -0.42537;3.34657
143.93200;23.78032;     -0.47877;3.34447
144.93200;23.98068;     -0.53018;3.34236
145.93200;24.18123;     -0.57569;3.34023
146.93200;24.38162;     -0.61203;3.33808
147.93200;24.58155;     -0.63707;3.33592
148.93200;24.78118;     -0.64989;3.33374
149.93200;24.98086;     -0.65081;3.33155
150.93200;25.18070;     -0.64073;3.32934
151.93200;25.38071;     -0.62171;3.32712
152.93200;25.58094;     -0.59596;3.32488
153.93200;25.78119;     -0.56577;3.32263
154.93200;25.98123;     -0.53235;3.32036
155.93200;26.18113;     -0.49792;3.31808
156.93200;26.38101;     -0.46326;3.31578
157.93200;26.58086;     -0.42918;3.31347
158.93200;26.78072;     -0.39661;3.31115
159.93200;26.98070;     -0.36740;3.30881
160.93200;27.18078;     -0.34240;3.30646
161.93200;27.38090;     -0.32216;3.30409
162.93200;27.58099;     -0.30693;3.30171
163.93200;27.78094;     -0.29551;3.29932
164.93200;27.98071;     -0.28705;3.29691
165.93200;28.18044;     -0.28097;3.29449
166.93200;28.38008;     -0.27564;3.29206
167.93200;28.57957;     -0.27039;3.28961
168.93200;28.77919;     -0.26534;3.28716
169.93200;28.97904;     -0.25924;3.28469
170.93200;29.17900;     -0.25152;3.28220
171.93200;29.37899;     -0.24216;3.27971
172.93200;29.57899;     -0.23071;3.27720
173.93200;29.77884;     -0.21711;3.27468
174.93200;29.97860;     -0.20130;3.27215
175.93200;30.17853;     -0.18375;3.26960
176.93200;30.37873;     -0.16443;3.26705
177.93200;30.57908;     -0.14375;3.26448
178.93200;30.77942;     -0.12123;3.26190
179.93200;30.97982;-9.768344e-02;3.25931
180.93200;31.18031;-7.337213e-02;3.25671
181.93200;31.38065;-4.814277e-02;3.25409
182.93200;31.58064;-2.256170e-02;3.25147
183.93200;31.78042; 2.832825e-03;3.24884
184.93200;31.98016; 2.786534e-02;3.24619
185.93200;32.17993; 5.225258e-02;3.24353
186.93200;32.37980; 7.582256e-02;3.24087
187.93200;32.57972; 9.807576e-02;3.23819
188.93200;32.77964;      0.11931;3.23550
189.93200;32.97961;      0.13922;3.23281
190.93200;33.17975;      0.15748;3.23010
191.93200;33.38002;      0.17404;3.22738
192.93200;33.58038;      0.18924;3.22466
193.93200;33.78081;      0.20258;3.22192
194.93200;33.98115;      0.21454;3.21918
195.93200;34.18108;      0.22549;3.21642
196.93200;34.38064;      0.23518;3.21366
197.93200;34.58015;      0.24329;3.21088
198.93200;34.77979;      0.25022;3.20810
199.93200;34.97961;      0.25588;3.20531
200.93200;35.17960;      0.26088;3.20251
201.93200;35.37967;      0.26497;3.19971
202.93200;35.57973;      0.26887;3.19689
203.93200;35.77985;      0.27228;3.19407
204.93200;35.98011;      0.27513;3.19123
205.93200;36.18029;      0.27768;3.18839
206.93200;36.38016;      0.28033;3.18554
207.93200;36.57974;      0.28270;3.18269
208.93200;36.77929;      0.28478;3.17983
209.93200;36.97900;      0.28665;3.17695
210.93200;37.17889;      0.28810;3.17408
211.93200;37.37887;      0.28939;3.17119
212.93200;37.57892;      0.29076;3.16830
213.93200;37.77915;      0.29192;3.16540
214.93200;37.97954;      0.29259;3.16249
215.93200;38.17980;      0.29344;3.15958
216.93200;38.37975;      0.29459;3.15666
217.93200;38.57953;      0.29543;3.15373
218.93200;38.77934;      0.29585;3.15080
219.93200;38.97921;      0.29613;3.14786
220.93200;39.17902;      0.29642;3.14492
221.93200;39.37874;      0.29660;3.14197
222.93200;39.57839;      0.29669;3.13901
223.93200;39.77808;      0.29650;3.13605
224.93200;39.97790;      0.29614;3.13308

